title,purpose,category,officer_role,officer_name,officer_party
All-Party Parliamentary Group for Civic Societies,"To discuss issues related to civic society and the civic movement; to realise these issues on the parliamentary agenda; and to provide a forum for an exchange of views between stakeholders with an interest in making places more attractive, enjoyable and distinctive.",Subject,Vice Chair,Mike Hill,Labour
All-Party Parliamentary Group for Civic Societies,"To discuss issues related to civic society and the civic movement; to realise these issues on the parliamentary agenda; and to provide a forum for an exchange of views between stakeholders with an interest in making places more attractive, enjoyable and distinctive.",Subject,Vice Chair,Rosie Duffield,Labour
All-Party Parliamentary Group on Classical Music,"To bring together parliamentarians who have an interest in and wish to further the appreciation of classical music; to act as an interface between British orchestras' on and off-stage activities, the wider classical music industry, including broadcasters and the recording industry, and key decision makers and opinion formers; and to look at the potential for establishing parliamentary classical music awards and promoting the supporting young musicians.",Subject,Chair & Registered Contact,Barbara Keeley,Labour
All-Party Parliamentary Group on Classical Music,"To bring together parliamentarians who have an interest in and wish to further the appreciation of classical music; to act as an interface between British orchestras' on and off-stage activities, the wider classical music industry, including broadcasters and the recording industry, and key decision makers and opinion formers; and to look at the potential for establishing parliamentary classical music awards and promoting the supporting young musicians.",Subject,Co-Chair,Lord Lipsey,Labour
All-Party Parliamentary Group on Classical Music,"To bring together parliamentarians who have an interest in and wish to further the appreciation of classical music; to act as an interface between British orchestras' on and off-stage activities, the wider classical music industry, including broadcasters and the recording industry, and key decision makers and opinion formers; and to look at the potential for establishing parliamentary classical music awards and promoting the supporting young musicians.",Subject,Vice Chair,Lord German,Liberal Democrat
All-Party Parliamentary Group on Classical Music,"To bring together parliamentarians who have an interest in and wish to further the appreciation of classical music; to act as an interface between British orchestras' on and off-stage activities, the wider classical music industry, including broadcasters and the recording industry, and key decision makers and opinion formers; and to look at the potential for establishing parliamentary classical music awards and promoting the supporting young musicians.",Subject,Vice Chair,Sir Bernard Jenkin,Conservative
All-Party Parliamentary Group on Classical Music,"To bring together parliamentarians who have an interest in and wish to further the appreciation of classical music; to act as an interface between British orchestras' on and off-stage activities, the wider classical music industry, including broadcasters and the recording industry, and key decision makers and opinion formers; and to look at the potential for establishing parliamentary classical music awards and promoting the supporting young musicians.",Subject,Treasurer,Baroness McIntosh of Hudnall,Labour
All-Party Parliamentary Group on Classical Music,"To bring together parliamentarians who have an interest in and wish to further the appreciation of classical music; to act as an interface between British orchestras' on and off-stage activities, the wider classical music industry, including broadcasters and the recording industry, and key decision makers and opinion formers; and to look at the potential for establishing parliamentary classical music awards and promoting the supporting young musicians.",Subject,Secretary,Mr William Wragg,Conservative
All-Party Parliamentary Climate Change Group,"To inform the climate change discussion between parliamentarians, business leaders, NGOs and academics, and to accelerate action to address it.",Subject,Chair & Registered Contact,Caroline Lucas,Green Party
All-Party Parliamentary Climate Change Group,"To inform the climate change discussion between parliamentarians, business leaders, NGOs and academics, and to accelerate action to address it.",Subject,Vice Chair,Lord Oxburgh,Crossbench
All-Party Parliamentary Climate Change Group,"To inform the climate change discussion between parliamentarians, business leaders, NGOs and academics, and to accelerate action to address it.",Subject,Vice Chair,Clive Lewis,Labour
All-Party Parliamentary Climate Change Group,"To inform the climate change discussion between parliamentarians, business leaders, NGOs and academics, and to accelerate action to address it.",Subject,Vice Chair,Daniel Zeichner,Labour
All-Party Parliamentary Climate Change Group,"To inform the climate change discussion between parliamentarians, business leaders, NGOs and academics, and to accelerate action to address it.",Subject,Vice Chair,Stephen Doughty,Labour (Co-op)
